wordID,docIDs,freqs,priorities,totalFreq
3834,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3848,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3832,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3849,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3829,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3850,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3855,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3828,p34ezktf;p34ezktf;p34ezktf;p34ezktf,4;4;4;4,2;2;2;2,16
3852,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3830,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3840,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3841,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3842,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3844,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3846,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3845,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3847,p34ezktf;0fitbwuv;p34ezktf;0fitbwuv;p34ezktf;0fitbwuv;p34ezktf;0fitbwuv,1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2,8
3851,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3856,p34ezktf;p34ezktf;p34ezktf;p34ezktf,1;1;1;1,2;2;2;2,4
3822,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3818,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3817,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3816,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3815,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3813,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3812,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3821,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3819,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3811,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3814,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3826,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3799,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3798,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3825,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3820,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3805,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3806,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3823,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3802,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3803,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3800,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3804,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3801,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,3;3;3;3,2;2;2;2,12
3807,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3808,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3809,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,2;2;2;2,2;2;2;2,8
3810,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,5;5;5;5,2;2;2;2,20
3824,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3827,ztkjm79p;ztkjm79p;ztkjm79p;ztkjm79p,1;1;1;1,2;2;2;2,4
3780,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3779,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3778,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3777,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3775,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3772,4mnaicki;4mnaicki;4mnaicki;4mnaicki,2;2;2;2,2;2;2;2,8
3774,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3795,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3782,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3770,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3769,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3773,4mnaicki;4mnaicki;4mnaicki;4mnaicki,2;2;2;2,2;2;2;2,8
3789,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3797,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3771,4mnaicki;4mnaicki;4mnaicki;4mnaicki,2;2;2;2,2;2;2;2,8
3796,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3783,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3790,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3768,4mnaicki;4mnaicki;4mnaicki;4mnaicki,3;3;3;3,2;2;2;2,12
3767,4mnaicki;4mnaicki;4mnaicki;4mnaicki,8;8;8;8,2;2;2;2,32
3791,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3776,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3787,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3781,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3784,4mnaicki;4mnaicki;4mnaicki;4mnaicki,3;3;3;3,2;2;2;2,12
3785,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3786,4mnaicki;4mnaicki;4mnaicki;4mnaicki,2;2;2;2,2;2;2;2,8
3788,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3792,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3793,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3794,4mnaicki;4mnaicki;4mnaicki;4mnaicki,1;1;1;1,2;2;2;2,4
3756,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3754,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3753,754nln40;754nln40;754nln40;754nln40,2;2;2;2,2;2;2;2,8
3752,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3751,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3749,754nln40;754nln40;754nln40;754nln40,3;3;3;3,2;2;2;2,12
3750,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3755,754nln40;754nln40;754nln40;754nln40,3;3;3;3,2;2;2;2,12
3765,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3762,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3748,754nln40;754nln40;754nln40;754nln40,4;4;4;4,2;2;2;2,16
3757,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3758,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3759,754nln40;754nln40;754nln40;754nln40,2;2;2;2,2;2;2;2,8
3760,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3761,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3763,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3764,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3766,754nln40;754nln40;754nln40;754nln40,1;1;1;1,2;2;2;2,4
3739,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3730,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3736,402ls2aq;402ls2aq;402ls2aq;402ls2aq,3;3;3;3,2;2;2;2,12
3735,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3734,402ls2aq;402ls2aq;402ls2aq;402ls2aq,5;5;5;5,2;2;2;2,20
3729,402ls2aq;402ls2aq;402ls2aq;402ls2aq,2;2;2;2,2;2;2;2,8
3728,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3731,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3726,402ls2aq;0fitbwuv;402ls2aq;0fitbwuv;402ls2aq;0fitbwuv;402ls2aq;0fitbwuv,7;1;7;1;7;1;7;1,2;2;2;2;2;2;2;2,32
3737,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3746,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3732,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3733,402ls2aq;402ls2aq;402ls2aq;402ls2aq,2;2;2;2,2;2;2;2,8
3740,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3727,402ls2aq;402ls2aq;402ls2aq;402ls2aq,4;4;4;4,2;2;2;2,16
3738,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3745,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3741,402ls2aq;402ls2aq;402ls2aq;402ls2aq,2;2;2;2,2;2;2;2,8
3742,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3743,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3744,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3747,402ls2aq;402ls2aq;402ls2aq;402ls2aq,1;1;1;1,2;2;2;2,4
3707,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3706,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3704,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3705,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3710,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,2;2;2;2,2;2;2;2,8
3718,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,3;3;3;3,2;2;2;2,12
3703,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3712,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3700,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3702,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3721,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3698,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3699,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3701,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3708,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3709,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3711,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,3;3;3;3,2;2;2;2,12
3720,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3713,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3714,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3715,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3716,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3724,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3717,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3719,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3722,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3723,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3725,1pq6dkl5;1pq6dkl5;1pq6dkl5;1pq6dkl5,1;1;1;1,2;2;2;2,4
3688,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3686,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3687,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3684,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3683,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3689,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3682,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3685,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3696,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3691,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3690,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3692,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3693,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3694,snqdma0s;snqdma0s;snqdma0s;snqdma0s,2;2;2;2,2;2;2;2,8
3695,snqdma0s;snqdma0s;snqdma0s;snqdma0s,2;2;2;2,2;2;2;2,8
3697,snqdma0s;snqdma0s;snqdma0s;snqdma0s,1;1;1;1,2;2;2;2,4
3670,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3669,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3676,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3665,5dk231qs;5dk231qs;5dk231qs;5dk231qs,2;2;2;2,2;2;2;2,8
3668,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3664,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3663,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3666,5dk231qs;5dk231qs;5dk231qs;5dk231qs,2;2;2;2,2;2;2;2,8
3678,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3667,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3662,5dk231qs;754nln40;5dk231qs;754nln40;5dk231qs;754nln40;5dk231qs;754nln40,2;4;2;4;2;4;2;4,2;2;2;2;2;2;2;2,24
3671,5dk231qs;5dk231qs;5dk231qs;5dk231qs,2;2;2;2,2;2;2;2,8
3672,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3673,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3679,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3674,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3675,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3677,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3680,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3681,5dk231qs;5dk231qs;5dk231qs;5dk231qs,1;1;1;1,2;2;2;2,4
3650,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3638,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3649,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3648,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3647,mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs,1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2,8
3644,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3643,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3639,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3645,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3656,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3640,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3657,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3636,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3641,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3646,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3637,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3654,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3658,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3642,mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs,2;5;2;5;2;5;2;5,2;2;2;2;2;2;2;2,28
3651,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3652,mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs;mcfmxqp2;5dk231qs,1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2,8
3659,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3653,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3655,mcfmxqp2;p34ezktf;0fitbwuv;mcfmxqp2;p34ezktf;0fitbwuv;mcfmxqp2;p34ezktf;0fitbwuv;mcfmxqp2;p34ezktf;0fitbwuv,1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2,12
3660,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3661,mcfmxqp2;mcfmxqp2;mcfmxqp2;mcfmxqp2,1;1;1;1,2;2;2;2,4
3628,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3627,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3632,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3625,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3634,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3631,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3626,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3635,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3630,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3624,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3629,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3633,xiv9vxdp;xiv9vxdp;xiv9vxdp;xiv9vxdp,1;1;1;1,2;2;2;2,4
3605,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3619,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3617,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3609,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3608,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3607,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,2;2;2;2,2;2;2;2,8
3606,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3600,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3604,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3602,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3601,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3610,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3611,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3615,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3596,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,1;1;1;1,2;2;2;2,4
3594,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,2;2;2;2,2;2;2;2,8
3616,jw1lxwyd;jw1lxwyd;jw1lxwyd;jw1lxwyd,3;3;3;3,2;2;2;2,12
